Citation,Entity Empowered,Triggering Event,Location
16 U.S.C. § 440,Department of Defense - Department of the Army,"NEA Emergency Declaration,Act of War,Declaration of War",Domestic
50 U.S.C. § 1621,POTUS or Executive Office of the President of the United States,"Natural Disaster,Health Emergency,Act of War,Terrorism",Both
17 U.S.C. § 710,Congress,NEA Emergency Declaration,Domestic
18 U.S.C. § 793,"Department of Justice - Federal Bureau of Investigation,Department of Justice","NEA Emergency Declaration,Act of War,Declaration of War",Both
18 U.S.C. § 2153,Department of Justice - Federal Bureau of Investigation,"NEA Emergency Declaration,Act of War,Declaration of War",Both
18 U.S.C. § 2154,Department of Justice - Federal Bureau of Investigation,"NEA Emergency Declaration,Act of War,Declaration of War",Both
19 U.S.C. § 1318,Department of the Treasury,"NEA Emergency Declaration,Act of War,Declaration of War,Health Emergency",Both
31 U.S.C. § 3522,Department of Defense - Department of the Army,"NEA Emergency Declaration,Act of War,Declaration of War",Both
33 U.S.C. § 2293,Department of Defense - Department of the Army,"NEA Emergency Declaration,Act of War,Declaration of War,Health Emergency",Both
33 U.S.C. § 2503,Environmental Protection Agency,"NEA Emergency Declaration,Health Emergency,Act of War,Declaration of War",Both
33 U.S.C. § 3061,"Department of Commerce - National Oceanic and Atmospheric Administration,Department of Defense - Department of the Navy,POTUS or Executive Office of the President of the United States","Natural Disaster,Act of War,Presidential Emergency Declarations,Presidential Major Disaster Declaration",Both
35 U.S.C. § 181,"Department of Defense,Department of Commerce - Patent and Trademark Office","Act of War,Declaration of War",Both
37 U.S.C. § 1009,"Department of Defense,POTUS or Executive Office of the President of the United States","NEA Emergency Declaration,Declaration of War,Act of War",Undefined
38 U.S.C. § 1721,Department of Veterans Affairs,Health Emergency,Domestic
38 U.S.C. § 8111A,"Department of Defense - Department of the Army,Department of Veterans Affairs","Act of War,Declaration of War,Presidential Major Disaster Declaration,Natural Disaster",Domestic
40 U.S.C. § 545,General Services Administration,NEA Emergency Declaration,Both
40 U.S.C. § 905,General Services Administration,NEA Emergency Declaration,Domestic
40 U.S.C. § 3147,POTUS or Executive Office of the President of the United States,NEA Emergency Declaration,Domestic
40 U.S.C. § 8722,Department of Defense,"NEA Emergency Declaration,Act of War,Declaration of War",Domestic
41 U.S.C. § 1710,Broadly applies to any relevant federal agency,"NEA Emergency Declaration,Declaration of War,Act of War",Domestic
41 U.S.C. § 3304,Broadly applies to any relevant federal agency,NEA Emergency Declaration,Both
42 U.S.C. § 204,"Department of Health and Human Services - Public Health Service,POTUS or Executive Office of the President of the United States","NEA Emergency Declaration,PHSA Emergency Declaration",Domestic
42 U.S.C. § 204a,"Department of Defense,POTUS or Executive Office of the President of the United States","NEA Emergency Declaration,PHSA Emergency Declaration,Presidential Major Disaster Declaration",Both
42 U.S.C. § 300ff-83,Department of Health and Human Services,"NEA Emergency Declaration,Presidential Major Disaster Declaration,Presidential Emergency Declarations",Both
42 U.S.C. § 1320b-5,Department of Health and Human Services,"NEA Emergency Declaration,PHSA Emergency Declaration,Presidential Emergency Declarations,Presidential Major Disaster Declaration",Domestic
43 U.S.C. § 155,Department of Defense,"NEA Emergency Declaration,Declaration of War,Act of War",Domestic
43 U.S.C. § 1341,"Department of Defense,Department of the Interior","NEA Emergency Declaration,Declaration of War,Act of War",Both
46 U.S.C. § 8103,POTUS or Executive Office of the President of the United States,"NEA Emergency Declaration,Declaration of War,Act of War",Both
46 U.S.C. § 56102,Department of Transportation,"NEA Emergency Declaration,Declaration of War,Act of War",Both
46 U.S.C. § 56301,Department of Transportation,"NEA Emergency Declaration,Act of War,Declaration of War",Both
46 U.S.C. § 57521,Department of Transportation,"NEA Emergency Declaration,Act of War,Declaration of War",Domestic
46 U.S.C. § 70051,"Department of Transportation,POTUS or Executive Office of the President of the United States","Natural Disaster,Act of War,Terrorism,NEA Emergency Declaration",Both
47 U.S.C. § 308,Federal Communications Commission,"Natural Disaster,Act of War,Health Emergency,Terrorism,NEA Emergency Declaration",Both
47 U.S.C. § 606,Federal Communications Commission,"Natural Disaster,Health Emergency,Act of War,Terrorism,NEA Emergency Declaration",Domestic
49 U.S.C. § 114,Department of Homeland Security - Transportation Security Administration,NEA Emergency Declaration,Domestic
49 U.S.C. § 5334,"Department of Transportation,Department of Transportation - Federal Transit Administration",NEA Emergency Declaration,Domestic
50 U.S.C. § 98f,"Department of Defense,POTUS or Executive Office of the President of the United States",NEA Emergency Declaration,Domestic
50 U.S.C. § 1435,"Department of Defense,POTUS or Executive Office of the President of the United States",NEA Emergency Declaration,Domestic
50 U.S.C. § 1515,"Department of Homeland Security,POTUS or Executive Office of the President of the United States",NEA Emergency Declaration,Domestic
50 U.S.C. § 1701,POTUS or Executive Office of the President of the United States,NEA Emergency Declaration,Both
50 U.S.C. § 1702,POTUS or Executive Office of the President of the United States,NEA Emergency Declaration,Both
50 U.S.C. § 4309,General Services Administration,NEA Emergency Declaration,Domestic
50 U.S.C. § 3809,Selective Service System,"Declaration of War,Act of War,NEA Emergency Declaration",Both
50 U.S.C. § 4531,"Department of Defense,POTUS or Executive Office of the President of the United States",NEA Emergency Declaration,Both
50 U.S.C. § 4532,"Department of Defense,POTUS or Executive Office of the President of the United States",NEA Emergency Declaration,Domestic
50 U.S.C. § 4533,"Department of Defense,POTUS or Executive Office of the President of the United States",NEA Emergency Declaration,Domestic
49 U.S.C. § 47152,Department of Transportation,NEA Emergency Declaration,Domestic
"50 U.S.C. §§ 403, 405.","Central Intelligence Agency,Department of Defense - Department of the Army,Department of Defense - Department of the Navy,Department of Defense - Department of the Air Force,National Security Resources Board,Executive Office of the President of the United States - National Security Council",No triggering event - Capacity Building,Both
44 C.F.R. § 208 ,"Federal Emergency Management Agency,Department of Homeland Security","Presidential Emergency Declarations,Presidential Major Disaster Declaration",Domestic
5 C.F.R. § 230,Broadly applies to any relevant federal agency,"NEA Emergency Declaration,Presidential Major Disaster Declaration,Presidential Emergency Declarations",Domestic
42 U.S.C. 201 et seq.,"Department of Health and Human Services - Centers for Disease Control and Prevention,Administration for Strategic Preparedness and Response,Department of Health and Human Services","PHSA Emergency Declaration,NEA Emergency Declaration",Domestic
6 U.S.C. § 725,"Federal Emergency Management Agency,Department of Homeland Security","Presidential Major Disaster Declaration,Presidential Emergency Declarations",Domestic
42 C.F.R. § 413.75,Department of Health and Human Services,"Presidential Emergency Declarations,Presidential Major Disaster Declaration,NEA Emergency Declaration,PHSA Emergency Declaration",Domestic
44 C.F.R. §§ 206.200 – 206.253,Federal Emergency Management Agency,Presidential Major Disaster Declaration,Domestic
21 U.S.C. § 360eee-1,Department of Health and Human Services,"Health Emergency,No triggering event - Capacity Building",Domestic
21 U.S.C. § 356j,Department of Health and Human Services,"Potential Public Health Emergency,PHSA Emergency Declaration",Domestic
21 U.S.C. § 802,"Department of Justice - Drug Enforcement Administration,Department of Health and Human Services",PHSA Emergency Declaration,Domestic
42 U.S.C. § 204a,Department of Health and Human Services,"NEA Emergency Declaration,Presidential Major Disaster Declaration",Domestic
42 U.S.C. § 238m,Department of Health and Human Services,No triggering event - Capacity Building,Domestic
42 U.S.C. § 247d-4a,"Department of Health and Human Services - Centers for Disease Control and Prevention,Department of Health and Human Services",PHSA Emergency Declaration,Domestic
42 U.S.C. § 247d-7c,Department of Health and Human Services,No triggering event - Capacity Building,Domestic
42 U.S.C. § 300ff-83,Department of Health and Human Services,PHSA Emergency Declaration,Domestic
42 U.S.C. § 300ff-138,Department of Health and Human Services,PHSA Emergency Declaration,Domestic
42 U.S.C. § 1320b-5,Department of Health and Human Services,PHSA Emergency Declaration,Domestic
42 U.S. Code § 247d,Department of Health and Human Services,PHSA Emergency Declaration,Domestic
42 U.S. Code § 247d–1,Department of Health and Human Services,PHSA Emergency Declaration,Domestic
42 U.S. Code § 247d–2,Department of Health and Human Services,"PHSA Emergency Declaration,Potential Public Health Emergency",Domestic
42 U.S. Code § 247d–3a,"Department of Health and Human Services,Department of Health and Human Services - Centers for Disease Control and Prevention",No triggering event - Capacity Building,Domestic
42 U.S. Code § 247d–3b,Department of Health and Human Services,No triggering event - Capacity Building,Domestic
42 U.S. Code § 247d–3c ,"Department of Health and Human Services,Department of Health and Human Services - Centers for Disease Control and Prevention,Department of Health and Human Services - Centers for Medicare & Medicaid Services,Health Resources and Services Administration,Food and Drug Administration,Department of Health and Human Services - Substance Abuse and Mental Health Services Administration,Department of Labor,Department of Veterans Affairs",PHSA Emergency Declaration,Domestic
42 U.S. Code § 247d–6b,"Department of Health and Human Services,Department of Health and Human Services - Centers for Disease Control and Prevention,Department of Homeland Security",No triggering event - Capacity Building,Domestic
42 U.S. Code § 247d–7b,Department of Health and Human Services,PHSA Emergency Declaration,Domestic
42 U.S. Code § 248,Department of Health and Human Services - Office of the Assistant Secretary for Health - Surgeon General,No triggering event - Capacity Building,Domestic
42 U.S. Code § 248a,Department of Health and Human Services,No triggering event - Capacity Building,Domestic
42 U.S. Code § 295,Department of Health and Human Services,No triggering event - Capacity Building,Domestic
42 U.S. Code § 300d–91,"Department of Health and Human Services,Department of Defense",No triggering event - Capacity Building,Domestic
42 U.S. Code § 300u ,Department of Health and Human Services,No triggering event - Capacity Building,Domestic
42 U.S. Code § 300u–10,"Department of Health and Human Services,POTUS or Executive Office of the President of the United States",No triggering event - Capacity Building,Domestic
42 U.S. Code § 300hh–1,Department of Health and Human Services,No triggering event - Capacity Building,Domestic
42 U.S. Code § 300hh–2,Department of Health and Human Services,No triggering event - Capacity Building,Domestic
42 U.S. Code § 300hh–10-10e,Department of Health and Human Services,No triggering event - Capacity Building,Domestic
42 U.S. Code § 300hh–11,"Department of Health and Human Services,Department of Homeland Security,Department of Defense,Department of Veterans Affairs",No triggering event - Capacity Building,Domestic
42 U.S. Code § 300hh–14 ,"Department of Health and Human Services,POTUS or Executive Office of the President of the United States","Health Emergency,Terrorism,Presidential Emergency Declarations",Domestic
42 U.S. Code § 300hh–15 ,Department of Health and Human Services,No triggering event - Capacity Building,Domestic
42 U.S.C. § 217,POTUS or Executive Office of the President of the United States,"Act of War,Declaration of War",Domestic
42 U.S.C. § 234,Department of Health and Human Services,PHSA Emergency Declaration,Domestic
42 U.S.C. § 236,"Food and Drug Administration,Department of Health and Human Services - National Institutes of Health,Department of Health and Human Services - Centers for Disease Control and Prevention",No triggering event - Capacity Building,Domestic
42 U.S.C. § 239(b),Department of Health and Human Services,No triggering event - Capacity Building,Domestic
42 U.S.C. § 239I(a),Department of Health and Human Services,No triggering event - Capacity Building,Domestic
42 U.S.C. § 204a,Department of Health and Human Services,No triggering event - Capacity Building,Domestic
42 U.S.C. § 204(b)-(d),Department of Health and Human Services,No triggering event - Capacity Building,Domestic
42 U.S.C. § 216,"Department of Health and Human Services - Office of the Assistant Secretary for Health - Surgeon General,Department of Health and Human Services",No triggering event - Capacity Building,Domestic
42 U.S.C. § 231,"Department of Health and Human Services,Department of Health and Human Services - Office of the Assistant Secretary for Health - Surgeon General",No triggering event - Capacity Building,Domestic
42 U.S.C. § 235,Department of Health and Human Services,No triggering event - Capacity Building,Domestic
42 U.S. Code § 242c,"Department of Health and Human Services,Department of Health and Human Services - Centers for Disease Control and Prevention",No triggering event - Capacity Building,Both
42 U.S. Code § 242l,Department of Health and Human Services,No triggering event - Capacity Building,International
42 U.S. Code § 242u,"Department of Health and Human Services,Department of Health and Human Services - Centers for Disease Control and Prevention",No triggering event - Capacity Building,Domestic
42 U.S. Code § 242v–1,Department of Health and Human Services,No triggering event - Capacity Building,Both
42 U.S. Code § 242v–2,Department of Health and Human Services,No triggering event - Capacity Building,Both
42 U.S. Code § 242v–3,Department of Health and Human Services,No triggering event - Capacity Building,Both
42 U.S. Code § 243,Department of Health and Human Services,Health Emergency,Domestic
42 U.S. Code § 245,"Department of Health and Human Services - Centers for Disease Control and Prevention,Department of Health and Human Services",No triggering event - Capacity Building,Domestic
42 U.S. Code § 246,"Department of Health and Human Services,Department of Health and Human Services - Centers for Disease Control and Prevention",No triggering event - Capacity Building,Domestic
42 U.S. Code § 247b,"Department of Health and Human Services,Department of Health and Human Services - Centers for Disease Control and Prevention",No triggering event - Capacity Building,Domestic
42 U.S. Code § 247b–6,"Department of Health and Human Services - Centers for Disease Control and Prevention,Department of Health and Human Services",No triggering event - Capacity Building,Domestic
42 U.S. Code § 247b–21,"Department of Health and Human Services,Department of Health and Human Services - Centers for Disease Control and Prevention",No triggering event - Capacity Building,Domestic
42 U.S. Code § 247b–23,"Department of Health and Human Services,Department of Health and Human Services - Centers for Disease Control and Prevention",No triggering event - Capacity Building,Domestic
42 U.S. Code § 247d–4b,"Department of Health and Human Services - Centers for Disease Control and Prevention,Department of Health and Human Services",PHSA Emergency Declaration,Domestic
42 U.S. Code § 247d–6,"Department of Health and Human Services,Department of Defense",No triggering event - Capacity Building,Domestic
42 U.S. Code § 247d–6a,"Department of Health and Human Services,Department of Health and Human Services - National Institutes of Health",No triggering event - Capacity Building,Domestic
42 U.S. Code § 247d–6d,Department of Health and Human Services,PHSA Emergency Declaration,Domestic
42 U.S. Code § 247d–6f,Department of Health and Human Services,PHSA Emergency Declaration,Domestic
42 U.S. Code § 247d–7c,Department of Health and Human Services,PHSA Emergency Declaration,Domestic
42 U.S. Code § 247d–7d,Department of Health and Human Services,No triggering event - Capacity Building,Domestic
42 U.S. Code § 247d–7e,Department of Health and Human Services,No triggering event - Capacity Building,Domestic
42 U.S. Code § 247d–7f,Department of Health and Human Services,No triggering event - Capacity Building,Domestic
42 U.S. Code § 247d–12,Department of Health and Human Services,No triggering event - Capacity Building,Domestic
42 U.S.C. § 249,"Department of Health and Human Services,Department of Health and Human Services - Office of the Assistant Secretary for Health - Surgeon General",No triggering event - Capacity Building,Domestic
42 U.S.C. §§ 250-250a,"Department of Health and Human Services,Department of Justice",No triggering event - Capacity Building,Domestic
42 U.S.C. § 251,Department of Health and Human Services,No triggering event - Capacity Building,Domestic
42 U.S.C. §§ 253-253b,"Department of Health and Human Services,POTUS or Executive Office of the President of the United States",No triggering event - Capacity Building,Both
42 U.S.C. §254a,Department of Health and Human Services,No triggering event - Capacity Building,Domestic
42 U.S.C. § 264,"Department of Health and Human Services,Department of Health and Human Services - Office of the Assistant Secretary for Health - Surgeon General",Potential Public Health Emergency,Both
42 U.S.C. § 265,"Department of Health and Human Services - Office of the Assistant Secretary for Health - Surgeon General,Department of Health and Human Services",Potential Public Health Emergency,Both
42 U.S.C. § 266,"Department of Health and Human Services - Office of the Assistant Secretary for Health - Surgeon General,Department of Health and Human Services","Act of War,Declaration of War,Potential Public Health Emergency",Both
42 U.S.C. § 267,Department of Health and Human Services - Office of the Assistant Secretary for Health - Surgeon General,Potential Public Health Emergency,Domestic
42 U.S.C. § 268,"Department of Health and Human Services - Office of the Assistant Secretary for Health - Surgeon General,Department of Homeland Security - Coast Guard,Department of Homeland Security - Customs and Border Protection",No triggering event - Capacity Building,Both
42 U.S.C. §269,"Department of Health and Human Services - Office of the Assistant Secretary for Health - Surgeon General,Department of Homeland Security - Customs and Border Protection",No triggering event - Capacity Building,Both
42 U.S.C. § 270,Department of Health and Human Services - Office of the Assistant Secretary for Health - Surgeon General,Potential Public Health Emergency,Both
42 U.S.C. § 256c,"Department of Health and Human Services - Centers for Disease Control and Prevention,Department of Health and Human Services",No triggering event - Capacity Building,Domestic
42 U.S.C. §256b,Department of Health and Human Services,No triggering event - Capacity Building,Domestic
42 U.S.C. § 256,Department of Health and Human Services,No triggering event - Capacity Building,Domestic
42 U.S.C. § 300 hh,Department of Health and Human Services,PHSA Emergency Declaration,Domestic
42 U.S.C. § 300hh-3,POTUS or Executive Office of the President of the United States,No triggering event - Capacity Building,Domestic
42 U.S.C. § 300hh-13,Department of Health and Human Services,No triggering event - Capacity Building,Both
42 U.S.C. § 300hh-16,Department of Health and Human Services,No triggering event - Capacity Building,Domestic
42 U.S.C. § 300hh-17,Department of Health and Human Services,No triggering event - Capacity Building,Domestic
42 U.S.C. § 300hh-31,"Department of Health and Human Services,Department of Health and Human Services - Centers for Disease Control and Prevention",No triggering event - Capacity Building,Domestic
42 U.S.C. § 300hh-32,"Department of Health and Human Services,Department of Health and Human Services - Centers for Disease Control and Prevention",No triggering event - Capacity Building,Domestic
42 U.S.C. § 300hh-33,"Department of Health and Human Services - Centers for Disease Control and Prevention,Department of Health and Human Services",No triggering event - Capacity Building,Domestic
42 U.S.C. §§ 300aa-1 - 300aa3,Department of Health and Human Services,No triggering event - Capacity Building,Domestic
42 U.S.C. § 300d-91,Department of Defense,"PHSA Emergency Declaration,Natural Disaster,Act of War,Terrorism,Declaration of War,Health Emergency",Domestic
42 U.S.C. §§ 300d-3 - 300d-6,Department of Health and Human Services,No triggering event - Capacity Building,Domestic
42 U.S.C. § 300hh-35,"Department of Health and Human Services,Department of Health and Human Services - Centers for Disease Control and Prevention",No triggering event - Capacity Building,Domestic
42 U.S.C. § 300hh-37,"Department of Health and Human Services,Department of Health and Human Services - Centers for Disease Control and Prevention",No triggering event - Capacity Building,Domestic
42 U.S.C. §§ 300d-81 - 300d-82,Department of Health and Human Services,No triggering event - Capacity Building,Domestic
42 U.S.C. § 2001,"Department of Health and Human Services,Indian Health Service",No triggering event - Capacity Building,Domestic
42 U.S.C. § 2002 ,"Department of Health and Human Services,Indian Health Service",No triggering event - Capacity Building,Domestic
42 U.S.C. § 2004,"Department of Health and Human Services,Indian Health Service",No triggering event - Capacity Building,Domestic
42 U.S.C. § 11705,Department of Health and Human Services,No triggering event - Capacity Building,Domestic
42 C.F.R. §§ 70.1–70.18,Department of Health and Human Services,"PHSA Emergency Declaration,Health Emergency,Potential Public Health Emergency",Domestic
42 C.F.R. §§ 71.29–71.40,Department of Health and Human Services,"Potential Public Health Emergency,Health Emergency,PHSA Emergency Declaration",Both
42 C.F.R. § 23,Department of Health and Human Services,No triggering event - Capacity Building,Domestic
42 C.F.R § 5,Department of Health and Human Services,No triggering event - Capacity Building,Domestic
42 C.F.R. § 10,Department of Health and Human Services,No triggering event - Capacity Building,Domestic
42 C.F.R. § 12,Department of Health and Human Services,No triggering event - Capacity Building,Domestic
42 C.F.R. § 51b,Department of Health and Human Services,No triggering event - Capacity Building,Domestic
42 C.F.R. § 51c ,Department of Health and Human Services,No triggering event - Capacity Building,Domestic
42 C.F.R. § 56,Department of Health and Human Services,No triggering event - Capacity Building,Domestic
42 C.F.R. § 136,"Department of Health and Human Services - Public Health Service,Department of Health and Human Services,Indian Health Service,Department of the Interior",No triggering event - Capacity Building,Domestic
42 C.F.R. § 100,Department of Health and Human Services,No triggering event - Capacity Building,Domestic
42 C.F.R. § 124,Department of Health and Human Services,No triggering event - Capacity Building,Domestic
42 C.F.R. § 136a,"Department of Health and Human Services - Public Health Service,Department of Health and Human Services,Indian Health Service,Department of the Interior",No triggering event - Capacity Building,Domestic
42 C.F.R. § 110 ,Department of Health and Human Services,PHSA Emergency Declaration,Domestic
42 U.S.C. § 204,Department of Health and Human Services,"No triggering event - Capacity Building,Presidential Emergency Declarations",Domestic
10 U.S.C. § 12302,Department of Defense,NEA Emergency Declaration,Both
21 C.F.R. § 1240,Food and Drug Administration,No triggering event - Capacity Building,Both
10 U.S.C. § 10102,Department of Defense,No triggering event - Capacity Building,Both
42 U.S.C. § 1302,"Department of Labor,Department of Health and Human Services,Department of the Treasury",No triggering event - Capacity Building,Domestic
42 U.S.C. §1320b–5,"Department of Health and Human Services - Centers for Medicare & Medicaid Services,Administration for Strategic Preparedness and Response,Department of Health and Human Services","NEA Emergency Declaration,PHSA Emergency Declaration,Presidential Major Disaster Declaration",Domestic
42 U.S.C. § 1315 ,"Department of Health and Human Services - Centers for Medicare & Medicaid Services,Department of Health and Human Services",No triggering event - Capacity Building,Domestic
42 U.S.C. § 5122,"POTUS or Executive Office of the President of the United States,Federal Emergency Management Agency","Natural Disaster,Health Emergency,Act of War,Terrorism",Domestic
42 U.SC. § 5131(a),"Broadly applies to any relevant federal agency,POTUS or Executive Office of the President of the United States,Federal Emergency Management Agency",No triggering event - Capacity Building,Domestic
42 U.S.C. § 1531(b)-(d),"Federal Emergency Management Agency,POTUS or Executive Office of the President of the United States",No triggering event - Capacity Building,Domestic
42 U.S.C. § 1532,"Broadly applies to any relevant federal agency,POTUS or Executive Office of the President of the United States,Federal Communications Commission","Presidential Emergency Declarations,Presidential Major Disaster Declaration",Domestic
42 U.S.C. § 5134,"Federal Emergency Management Agency,Broadly applies to any relevant federal agency,POTUS or Executive Office of the President of the United States",No triggering event - Capacity Building,Domestic
42 U.S.C. § 5141,"Broadly applies to any relevant federal agency,POTUS or Executive Office of the President of the United States,Federal Emergency Management Agency",Presidential Major Disaster Declaration,Domestic
42 U.S.C. § 5143(a)-(b),"POTUS or Executive Office of the President of the United States,Federal Emergency Management Agency",Presidential Major Disaster Declaration,Domestic
42 U.S.C. § 5143 (c)-(d),"POTUS or Executive Office of the President of the United States,Federal Emergency Management Agency","Presidential Major Disaster Declaration,Presidential Emergency Declarations",Domestic
42 U.S.C. § 5144,"Federal Emergency Management Agency,POTUS or Executive Office of the President of the United States","Presidential Major Disaster Declaration,Presidential Emergency Declarations",Domestic
42. U.S.C. § 5149,"Federal Emergency Management Agency,Broadly applies to any relevant federal agency,POTUS or Executive Office of the President of the United States","Presidential Emergency Declarations,Presidential Major Disaster Declaration",Domestic
42 U.S.C. §  5150,"Broadly applies to any relevant federal agency,Federal Emergency Management Agency","Presidential Emergency Declarations,Presidential Major Disaster Declaration",Domestic
42 U.S.C. § 5151,"Broadly applies to any relevant federal agency,POTUS or Executive Office of the President of the United States,Federal Emergency Management Agency","Presidential Emergency Declarations,Presidential Major Disaster Declaration",Domestic
42 U.S.C. § 5156,"POTUS or Executive Office of the President of the United States,Federal Emergency Management Agency",No triggering event - Capacity Building,Domestic
42 U.S.C. § 5162,"Federal Emergency Management Agency,POTUS or Executive Office of the President of the United States","Presidential Emergency Declarations,Presidential Major Disaster Declaration",Domestic
42 U.S.C. §  5163,"Broadly applies to any relevant federal agency,POTUS or Executive Office of the President of the United States,Federal Emergency Management Agency","Presidential Emergency Declarations,Presidential Major Disaster Declaration,No triggering event - Capacity Building",Domestic
42 U.S.C. § 5165,"Federal Emergency Management Agency,POTUS or Executive Office of the President of the United States",No triggering event - Capacity Building,Domestic
42 U.S.C. § 5165b,"Federal Emergency Management Agency,POTUS or Executive Office of the President of the United States","Presidential Emergency Declarations,Presidential Major Disaster Declaration,No triggering event - Capacity Building",Domestic
42 U.S.C. § 5165d,"Federal Emergency Management Agency,POTUS or Executive Office of the President of the United States",No triggering event - Capacity Building,Domestic
42 U.S.C. § 5165f,"Federal Emergency Management Agency,POTUS or Executive Office of the President of the United States","Presidential Emergency Declarations,Presidential Major Disaster Declaration",Domestic
42 U.S.C. § 5170a(1),"POTUS or Executive Office of the President of the United States,Federal Emergency Management Agency",Presidential Major Disaster Declaration,Domestic
42 U.S.C. § 5170(a),"POTUS or Executive Office of the President of the United States,Federal Emergency Management Agency","Natural Disaster,Health Emergency,Act of War,Terrorism",Domestic
42 U.S.C. § 5170(b)-(c),"POTUS or Executive Office of the President of the United States,Federal Emergency Management Agency","Natural Disaster,Health Emergency,Act of War,Terrorism",Domestic
42 U.S.C. § 5170a(2),"POTUS or Executive Office of the President of the United States,Federal Emergency Management Agency",Presidential Major Disaster Declaration,Domestic
42 U.S.C. § 5170a(3),"POTUS or Executive Office of the President of the United States,Federal Emergency Management Agency",Presidential Major Disaster Declaration,Domestic
42 U.S.C. §1570a(4),"Broadly applies to any relevant federal agency,POTUS or Executive Office of the President of the United States,Federal Emergency Management Agency",Presidential Major Disaster Declaration,Domestic
42 U.S.C. § 1570a(6),"Broadly applies to any relevant federal agency,POTUS or Executive Office of the President of the United States,Federal Emergency Management Agency",Presidential Major Disaster Declaration,Domestic
42 U.S.C. §1570b(c),"Department of Defense,POTUS or Executive Office of the President of the United States,Federal Emergency Management Agency",Presidential Major Disaster Declaration,Domestic
42 U.S.C. § 5174(e)(1),"POTUS or Executive Office of the President of the United States,Federal Emergency Management Agency",Presidential Major Disaster Declaration,Domestic
42 U.S.C. § 5191(a) ,"POTUS or Executive Office of the President of the United States,Federal Emergency Management Agency","Natural Disaster,Health Emergency,Terrorism,Act of War",Domestic
42 U.S.C. §5191(b) ,"POTUS or Executive Office of the President of the United States,Federal Emergency Management Agency","Natural Disaster,Health Emergency,Terrorism,Act of War",Domestic
42 U.S.C. § 5191(c) ,"POTUS or Executive Office of the President of the United States,Federal Emergency Management Agency","Natural Disaster,Health Emergency,Terrorism,Act of War",Domestic
42 U.S.C. § 5192,"Broadly applies to any relevant federal agency,POTUS or Executive Office of the President of the United States,Federal Emergency Management Agency",Presidential Emergency Declarations,Domestic
44 C.F.R. §§80.1–80.21,Federal Emergency Management Agency,No triggering event - Capacity Building,Domestic
44 C.F.R. §§201.1–201.7,Federal Emergency Management Agency,No triggering event - Capacity Building,Domestic
42 U.S.C. 5197h,Federal Emergency Management Agency,No triggering event - Capacity Building,Domestic
44 C.F.R. §§ 206.1 - 206.17,Federal Emergency Management Agency,"Presidential Emergency Declarations,Presidential Major Disaster Declaration",Domestic
44 C.F.R. §§ 206.31–206.47,"Federal Emergency Management Agency,POTUS or Executive Office of the President of the United States","Natural Disaster,Health Emergency,Act of War,Terrorism",Domestic
44 C.F.R. §§ 207.1–207.10,Federal Emergency Management Agency,"Presidential Emergency Declarations,Presidential Major Disaster Declaration,No triggering event - Capacity Building",Domestic
44 C.F.R. §§ 208.13–208.66,"Department of Homeland Security,Federal Emergency Management Agency","Presidential Emergency Declarations,Presidential Major Disaster Declaration",Domestic
44 C.F.R. §§ 300.1–300.3,Federal Emergency Management Agency,No triggering event - Capacity Building,Domestic
13 C.F.R. 302.1–302.20,Federal Emergency Management Agency,Receipt of federal funding,Domestic
42 U.S.C. § 5147,"Broadly applies to any relevant federal agency,POTUS or Executive Office of the President of the United States,Federal Emergency Management Agency",Presidential Major Disaster Declaration,Domestic
42 U.S.C. § 5153,"Broadly applies to any relevant federal agency,Federal Emergency Management Agency",Presidential Major Disaster Declaration,Domestic
42 U.S.C. § 5155,"Broadly applies to any relevant federal agency,POTUS or Executive Office of the President of the United States,Federal Emergency Management Agency","Presidential Emergency Declarations,Presidential Major Disaster Declaration",Domestic
42 U.S.C. § 5158,"POTUS or Executive Office of the President of the United States,Federal Emergency Management Agency",Presidential Major Disaster Declaration,Domestic
42 U.S.C. § 5164,"Federal Emergency Management Agency,POTUS or Executive Office of the President of the United States",No triggering event - Capacity Building,Domestic
42 U.S.C. § 5193,"Federal Emergency Management Agency,POTUS or Executive Office of the President of the United States",Presidential Emergency Declarations,Domestic
42 U.S.C. § 5196,"Federal Emergency Management Agency,POTUS or Executive Office of the President of the United States",No triggering event - Capacity Building,Domestic
42 U.S.C. § 5196a,"Federal Emergency Management Agency,Department of State",No triggering event - Capacity Building,Domestic
42 U.S.C. § 5196b,Federal Emergency Management Agency,No triggering event - Capacity Building,Domestic
42 U.S.C. § 5196c,Federal Emergency Management Agency,No triggering event - Capacity Building,Domestic
42 U.S.C. § 5196d,Federal Emergency Management Agency,No triggering event - Capacity Building,Domestic
42 U.S.C. § 5196e,Federal Emergency Management Agency,No triggering event - Capacity Building,Domestic
42 U.S.C. § 5196f,Federal Emergency Management Agency,No triggering event - Capacity Building,Domestic
42 U.S.C. § 5197,Federal Emergency Management Agency,No triggering event - Capacity Building,Domestic
42 U.S.C. § 5197b,Federal Emergency Management Agency,"No triggering event - Capacity Building,Presidential Emergency Declarations,Presidential Major Disaster Declaration",Domestic
42 U.S.C. § 5197e,Federal Emergency Management Agency,"No triggering event - Capacity Building,Presidential Emergency Declarations,Presidential Major Disaster Declaration",Domestic
